shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_days,actual_delivery_days,delivery_status,shipment_cost_usd,weight_kg,distance_km
SHP009068,ORD009068,WH01,UPS,2023-10-03,10.0,10.0,On Time,339.67,16.96,4499
SHP009069,ORD009069,WH05,UPS,2023-06-27,3.0,3.0,On Time,188.46,192.76,2229
SHP009070,ORD009070,WH06,XPO Freight,2023-12-20,,7.0,On Time,98.07,159.95,2461
SHP009071,ORD009071,WH03,XPO Freight,2023-06-03,,7.0,On Time,129.71,152.02,3382
SHP009072,ORD009072,WH06,FedEx,2023-07-20,8.0,8.0,Cancelled,73.75,114.94,2327
SHP009073,ORD009073,WH04,DHL,2023-04-25,4.0,4.0,On Time,33.97,67.71,3259
SHP009074,ORD009074,WH06,DHL,2024-11-01,11.0,11.0,On Time,236.51,130.92,1969
SHP009075,ORD009075,WH06,UPS,2024-07-07,10.0,10.0,On Time,233.33,184.09,213
SHP009076,ORD009076,WH04,DHL,2023-03-09,,15.0,Late,371.08,184.81,1108
SHP009077,ORD009077,WH01,Amazon Logistics,2024-03-20,4.0,,On Time,228.88,109.87,457
SHP009078,ORD009078,WH03,XPO Freight,2024-03-20,8.0,8.0,On Time,99.14,183.42,889
SHP009079,ORD009079,WH10,XPO Freight,2023-11-22,3.0,1.0,Early,278.53,131.87,1656
SHP009080,ORD009080,WH07,USPS,2024-12-08,9.0,13.0,Late,301.08,97.19,634
SHP009081,ORD009081,WH02,Amazon Logistics,2024-08-24,3.0,3.0,On Time,144.9,194.43,2624
SHP009082,ORD009082,WH04,DHL,2024-09-14,8.0,,On Time,215.67,91.71,3235
SHP009083,ORD009083,WH06,DHL,2023-12-25,7.0,7.0,On Time,177.74,188.05,4366
SHP009084,ORD009084,WH05,DHL,2023-05-25,14.0,14.0,On Time,215.63,45.38,3197
SHP009085,ORD009085,WH06,DHL,2023-10-02,12.0,12.0,On Time,189.21,72.21,2229
SHP009086,ORD009086,WH05,FedEx,2024-05-23,5.0,5.0,On Time,330.84,144.14,4231
SHP009087,ORD009087,WH09,Amazon Logistics,2023-06-28,8.0,17.0,Late,325.5,79.16,1548
SHP009088,ORD009088,WH02,UPS,2024-04-21,6.0,6.0,On Time,148.66,58.16,675
SHP009089,ORD009089,WH04,USPS,2024-02-18,14.0,14.0,On Time,282.06,59.57,2901
SHP009090,ORD009090,WH01,Amazon Logistics,2023-06-02,,7.0,On Time,76.31,30.42,3368
SHP009091,ORD009091,WH07,UPS,2023-04-14,6.0,6.0,On Time,254.66,12.93,3255
SHP009092,ORD009092,WH01,USPS,2023-03-16,3.0,,On Time,272.04,179.87,1039
SHP009093,ORD009093,WH06,DHL,2023-05-08,,7.0,On Time,162.4,122.64,3207
SHP009094,ORD009094,WH10,UPS,2024-12-11,10.0,10.0,Cancelled,91.61,100.45,1319
SHP009095,ORD009095,WH10,Amazon Logistics,2024-10-27,8.0,8.0,On Time,214.31,140.09,4856
SHP009096,ORD009096,WH09,USPS,2024-07-21,12.0,12.0,On Time,74.82,178.33,1324
SHP009097,ORD009097,WH02,FedEx,2023-12-11,11.0,9.0,Early,18381.078642735687,66.27,1325
SHP009098,ORD009098,WH01,UPS,2024-06-14,6.0,6.0,Cancelled,227.31,100.22,2978
SHP009099,ORD009099,WH10,UPS,2023-06-08,12.0,14.0,Late,306.53,9.79,3041
SHP009100,ORD009100,WH03,DHL,2024-06-21,11.0,9.0,Early,176.73,156.12,2316
SHP009101,ORD009101,WH06,USPS,2024-03-01,10.0,10.0,Cancelled,108.63,14.61,3507
SHP009102,ORD009102,WH07,XPO Freight,2024-11-11,5.0,9.0,Late,336.05,84.39,211
SHP009103,ORD009103,WH08,XPO Freight,2023-01-23,8.0,8.0,On Time,319.09,143.67,4308
SHP009104,ORD009104,WH04,UPS,2023-02-16,6.0,9.0,Late,100.75,88.34,2449
SHP009105,ORD009105,WH08,FedEx,2024-06-08,3.0,3.0,On Time,277.7,94.32,277
SHP009106,ORD009106,WH07,USPS,2024-12-29,11.0,,On Time,294.55,173.78,2130
SHP009107,ORD009107,WH08,Amazon Logistics,2024-12-06,6.0,6.0,On Time,190.67,77.81,1979
SHP009108,ORD009108,WH05,Amazon Logistics,2023-05-24,,7.0,On Time,287.56,195.87,2929
SHP009109,ORD009109,WH10,FedEx,2024-08-07,,7.0,On Time,166.54,142.83,1784
SHP009110,ORD009110,WH07,USPS,2024-10-29,5.0,3.0,Early,50.69,156.18,2358
SHP009111,ORD009111,WH04,DHL,2024-08-11,6.0,6.0,On Time,208.0,33.06,4049
SHP009112,ORD009112,WH01,FedEx,2024-02-23,11.0,11.0,On Time,351.4,126.72,3741
SHP009113,ORD009113,WH03,XPO Freight,2024-11-11,9.0,9.0,On Time,207.88,46.36,4772
SHP009114,ORD009114,WH10,XPO Freight,2023-03-26,10.0,10.0,On Time,97.52,42.8,2748
SHP009115,ORD009115,WH09,FedEx,2024-02-20,5.0,2.0,Early,151.35,182.26,1422
SHP009116,ORD009116,WH04,XPO Freight,2024-11-24,5.0,5.0,On Time,63.45,44.54,4277
SHP009117,ORD009117,WH05,USPS,2024-04-26,9.0,9.0,On Time,210.48,134.57,2324
SHP009118,ORD009118,WH03,UPS,2024-03-31,10.0,10.0,On Time,222.58,32.37,4585
SHP009119,ORD009119,WH06,FedEx,2023-10-24,7.0,7.0,On Time,234.45,199.25,995
SHP009120,ORD009120,WH04,Amazon Logistics,2023-04-22,3.0,3.0,On Time,52.22,13.46,2816
SHP009121,ORD009121,WH05,DHL,2023-08-18,5.0,5.0,On Time,294.46,54.53,1855
SHP009122,ORD009122,WH07,XPO Freight,2023-04-06,7.0,7.0,On Time,327.76,163.66,2042
SHP009123,ORD009123,WH07,Amazon Logistics,2024-11-10,5.0,8.0,Late,122.53,143.41,1070
SHP009124,ORD009124,WH09,Amazon Logistics,2024-01-13,3.0,8.0,Late,282.68,175.18,354
SHP009125,ORD009125,WH02,FedEx,2023-06-05,9.0,9.0,On Time,205.9,127.11,1946
SHP009126,ORD009126,WH04,DHL,2024-02-25,3.0,0.0,Early,166.37,126.26,2765
SHP009127,ORD009127,WH08,Amazon Logistics,2023-04-15,12.0,12.0,On Time,149.28,106.79,1811
SHP009128,ORD009128,WH04,UPS,2024-12-05,8.0,8.0,On Time,292.01,91.77,4356
SHP009129,ORD009129,WH03,DHL,2023-11-26,8.0,,On Time,339.89,79.73,172
SHP009130,ORD009130,WH10,USPS,2024-03-14,9.0,8.0,Early,224.04,140.42,2316
SHP009131,ORD009131,WH06,FedEx,2023-05-12,14.0,14.0,On Time,156.35,59.27,886
SHP009132,ORD009132,WH03,Amazon Logistics,2024-01-17,13.0,13.0,On Time,197.4,78.28,541
SHP009133,ORD009133,WH02,UPS,2023-05-18,3.0,3.0,On Time,114.44,96.94,1732
SHP009134,ORD009134,WH09,XPO Freight,2023-09-27,,7.0,On Time,165.69,43.73,4788
SHP009135,ORD009135,WH03,DHL,2024-07-03,5.0,3.0,Early,216.11,120.72,4279
SHP009136,ORD009136,WH01,XPO Freight,2024-01-31,14.0,12.0,Early,107.68,133.79,849
SHP009137,ORD009137,WH09,XPO Freight,2024-07-10,11.0,10.0,Early,146.24,3.61,226
SHP009138,ORD009138,WH05,XPO Freight,2024-04-08,4.0,4.0,On Time,255.68,38.13,1073
SHP009139,ORD009139,WH07,FedEx,2024-11-05,7.0,6.0,Early,48.35,86.12,4574
SHP009140,ORD009140,WH02,FedEx,2024-03-25,5.0,5.0,On Time,214.76,126.66,1290
SHP009141,ORD009141,WH01,UPS,2023-11-27,,5.0,Early,110.01,121.12,3815
SHP009142,ORD009142,WH06,UPS,2023-09-10,14.0,14.0,On Time,307.82,17.31,4496
SHP009143,ORD009143,WH05,UPS,2024-11-11,7.0,7.0,On Time,271.33,40.75,500
SHP009144,ORD009144,WH10,USPS,2023-10-12,9.0,9.0,On Time,304.36,83.06,2474
SHP009145,ORD009145,WH06,XPO Freight,2023-10-01,,7.0,On Time,83.51,177.35,439
SHP009146,ORD009146,WH02,FedEx,2023-01-20,5.0,11.0,Late,329.34,158.07,3548
SHP009147,ORD009147,WH07,USPS,2023-08-27,13.0,13.0,On Time,126.81,85.93,2457
SHP009148,ORD009148,WH01,Amazon Logistics,2023-09-27,8.0,8.0,On Time,279.05,182.19,4837
SHP009149,ORD009149,WH08,USPS,2024-02-22,9.0,9.0,On Time,179.66,153.13,2201
SHP009150,ORD009150,WH07,Amazon Logistics,2023-11-06,12.0,12.0,On Time,329.8,111.12,3106
SHP009151,ORD009151,WH07,USPS,2023-01-31,5.0,5.0,On Time,42.37,21.27,944
SHP009152,ORD009152,WH06,XPO Freight,2023-04-14,6.0,6.0,On Time,235.9,91.32,2824
SHP009153,ORD009153,WH10,USPS,2024-11-12,8.0,8.0,On Time,340.4,154.93,4693
SHP009154,ORD009154,WH05,UPS,2023-07-05,7.0,7.0,On Time,234.9,20.62,1065
SHP009155,ORD009155,WH09,FedEx,2023-05-08,13.0,13.0,On Time,290.65,24.07,4701
SHP009156,ORD009156,WH03,DHL,2023-07-29,11.0,11.0,On Time,285.39,172.6,4554
SHP009157,ORD009157,WH09,UPS,2024-02-18,14.0,14.0,On Time,370.73,63.56,417
SHP009158,ORD009158,WH05,XPO Freight,2023-10-08,3.0,3.0,On Time,233.48,156.53,4549
SHP009159,ORD009159,WH08,DHL,2023-09-10,7.0,7.0,On Time,190.52,45.51,1562
SHP009160,ORD009160,WH03,USPS,2023-01-19,13.0,13.0,On Time,143.16,113.08,1151
SHP009161,ORD009161,WH07,XPO Freight,2024-12-12,3.0,3.0,On Time,246.68,160.71,3406
SHP009162,ORD009162,WH10,XPO Freight,2023-05-16,10.0,18.0,Late,137.93,19.47,158
SHP009163,ORD009163,WH04,UPS,2023-08-11,9.0,6.0,Early,59.89,112.35,250
SHP009164,ORD009164,WH05,FedEx,2023-01-03,7.0,7.0,On Time,275.42,93.28,1173
SHP009165,ORD009165,WH04,XPO Freight,2023-08-24,8.0,8.0,On Time,151.4,89.47,4529
SHP009166,ORD009166,WH09,DHL,2024-04-09,6.0,7.0,Late,105.29,78.11,3805
SHP009167,ORD009167,WH07,DHL,2023-08-16,11.0,11.0,On Time,296.7,124.69,4555
SHP009168,ORD009168,WH06,USPS,2024-10-15,,11.0,Late,336.39,133.41,3036
SHP009169,ORD009169,WH06,UPS,2024-05-13,4.0,2.0,Early,59.17,130.43,1823
SHP009170,ORD009170,WH10,XPO Freight,2024-06-04,9.0,9.0,On Time,183.56,24.26,1658
SHP009171,ORD009171,WH07,XPO Freight,2024-12-02,4.0,2.0,Early,31.27,67.05,4347
SHP009172,ORD009172,WH05,USPS,2024-11-07,8.0,8.0,On Time,298.62,93.61,1570
SHP009173,ORD009173,WH10,DHL,2023-05-19,13.0,13.0,On Time,45.75,192.04,3095
SHP009174,ORD009174,WH03,DHL,2023-10-03,10.0,10.0,On Time,179.94,136.0,3878
SHP009175,ORD009175,WH03,UPS,2023-10-18,5.0,5.0,On Time,291.52,96.7,4967
SHP009176,ORD009176,WH07,USPS,2023-02-22,5.0,5.0,On Time,206.83,128.46,260
SHP009177,ORD009177,WH10,FedEx,2024-11-17,5.0,5.0,On Time,262.51,149.9,3841
SHP009178,ORD009178,WH01,Amazon Logistics,2023-04-20,3.0,3.0,On Time,62.72,112.46,4527
SHP009179,ORD009179,WH04,UPS,2024-12-15,11.0,11.0,On Time,85.71,179.18,4833
SHP009180,ORD009180,WH10,XPO Freight,2024-10-09,7.0,16.0,Late,219.35,77.9,3711
SHP009181,ORD009181,WH08,UPS,2023-01-04,11.0,11.0,On Time,253.61,151.77,1465
SHP009182,ORD009182,WH04,Amazon Logistics,2024-10-28,7.0,4.0,Early,86.94,10.98,996
SHP009183,ORD009183,WH01,UPS,2024-11-14,9.0,18.0,Late,150.85,48.34,3308
SHP009184,ORD009184,WH05,FedEx,2023-02-16,3.0,3.0,On Time,299.47,98.86,1958
SHP009185,ORD009185,WH01,FedEx,2023-04-04,11.0,11.0,On Time,181.87,194.81,674
SHP009186,ORD009186,WH09,FedEx,2024-07-13,3.0,0.0,Early,192.95,146.7,4346
SHP009187,ORD009187,WH08,XPO Freight,2023-08-01,6.0,6.0,On Time,231.95,4.86,4511
SHP009188,ORD009188,WH07,UPS,2024-03-11,9.0,9.0,On Time,95.33,147.61,1716
SHP009189,ORD009189,WH05,FedEx,2024-05-22,13.0,13.0,On Time,214.63,39.9,1338
SHP009190,ORD009190,WH04,FedEx,2024-10-12,14.0,14.0,On Time,116.23,155.93,4936
SHP009191,ORD009191,WH07,Amazon Logistics,2023-07-24,11.0,11.0,On Time,78.07,176.14,3516
SHP009192,ORD009192,WH03,Amazon Logistics,2024-01-16,,7.0,On Time,176.99,159.97,3646
SHP009193,ORD009193,WH08,XPO Freight,2023-03-14,14.0,14.0,On Time,339.62,44.67,1276
SHP009194,ORD009194,WH05,DHL,2024-05-30,13.0,13.0,On Time,387.43,131.4,2440
SHP009195,ORD009195,WH05,UPS,2023-03-17,8.0,8.0,On Time,196.34,197.18,1520
SHP009196,ORD009196,WH01,USPS,2023-03-18,13.0,11.0,Early,349.48,190.82,319
SHP009197,ORD009197,WH10,FedEx,2024-02-14,12.0,9.0,Early,316.92,199.59,3082
SHP009198,ORD009198,WH08,Amazon Logistics,2024-09-05,13.0,13.0,On Time,214.83,108.3,3070
SHP009199,ORD009199,WH07,FedEx,2023-04-16,7.0,8.0,Late,92.99,69.55,3573
SHP009200,ORD009200,WH01,UPS,2024-07-04,,7.0,On Time,129.47,85.64,308
SHP009201,ORD009201,WH04,DHL,2024-04-20,12.0,14.0,Late,217.5,18.44,3898
SHP009202,ORD009202,WH04,FedEx,2023-10-02,4.0,4.0,On Time,170.19,135.68,2416
SHP009203,ORD009203,WH09,FedEx,2023-03-29,3.0,3.0,On Time,218.21,46.39,2151
SHP009204,ORD009204,WH10,DHL,2024-12-23,4.0,2.0,Early,210.06,160.55,62
SHP009205,ORD009205,WH02,FedEx,2023-03-18,,7.0,On Time,197.99,190.29,2570
SHP009206,ORD009206,WH04,UPS,2023-03-18,6.0,6.0,On Time,116.25,73.26,4853
SHP009207,ORD009207,WH10,USPS,2024-03-17,8.0,8.0,On Time,144.24,131.93,3940
SHP009208,ORD009208,WH03,USPS,2024-06-23,14.0,18.0,Late,195.67,165.05,150
SHP009209,ORD009209,WH10,USPS,2023-09-02,7.0,9.0,Late,273.87,47.39,353
SHP009210,ORD009210,WH05,XPO Freight,2024-07-31,6.0,3.0,Early,71.11,45.68,1101
SHP009211,ORD009211,WH07,USPS,2024-01-17,10.0,12.0,Late,159.42,17.0,2316
SHP009212,ORD009212,WH05,XPO Freight,2024-12-17,14.0,14.0,Cancelled,162.16,59.03,3218
SHP009213,ORD009213,WH05,DHL,2024-07-23,9.0,9.0,On Time,5180.806543208192,177.86,636
SHP009214,ORD009214,WH04,USPS,2024-12-13,6.0,6.0,On Time,261.27,21.54,288
SHP009215,ORD009215,WH09,Amazon Logistics,2023-05-22,12.0,12.0,On Time,318.49,57.47,393
SHP009216,ORD009216,WH06,XPO Freight,2024-01-03,7.0,7.0,On Time,244.64,170.87,4466
SHP009217,ORD009217,WH10,Amazon Logistics,2023-03-25,14.0,14.0,On Time,274.02,166.51,1854
SHP009218,ORD009218,WH06,USPS,2023-05-23,12.0,10.0,Early,111.16,22.3,3188
SHP009219,ORD009219,WH06,DHL,2023-12-18,7.0,7.0,On Time,318.23,144.81,2623
SHP009220,ORD009220,WH06,DHL,2024-06-28,5.0,5.0,On Time,40.89,74.47,4952
SHP009221,ORD009221,WH01,USPS,2023-06-01,11.0,11.0,On Time,241.11,9.47,2402
SHP009222,ORD009222,WH06,Amazon Logistics,2023-06-07,13.0,13.0,On Time,99.83,10.45,1629
SHP009223,ORD009223,WH04,USPS,2024-03-21,7.0,7.0,On Time,200.36,65.88,1517
SHP009224,ORD009224,WH02,UPS,2024-10-14,14.0,14.0,On Time,94.2,164.85,1332
SHP009225,ORD009225,WH06,UPS,2023-10-30,12.0,12.0,On Time,292.04,171.55,3550
SHP009226,ORD009226,WH01,DHL,2024-09-15,4.0,4.0,On Time,43.4,174.15,2031
SHP009227,ORD009227,WH01,USPS,2024-10-17,6.0,3.0,Early,72.97,37.2,4777
SHP009228,ORD009228,WH05,USPS,2024-03-25,14.0,23.0,Late,402.68,116.18,2742
SHP009229,ORD009229,WH06,USPS,2024-12-21,6.0,5.0,Early,113.7,17.31,3311
SHP009230,ORD009230,WH02,UPS,2023-08-12,7.0,10.0,Late,332.39,168.91,3612
SHP009231,ORD009231,WH10,UPS,2023-02-12,10.0,15.0,Late,11631.663207458263,183.46,4870
SHP009232,ORD009232,WH08,UPS,2023-09-21,7.0,7.0,On Time,209.94,146.98,3817
SHP009233,ORD009233,WH04,FedEx,2023-01-03,3.0,0.0,Early,278.85,19.5,563
SHP009234,ORD009234,WH04,Amazon Logistics,2024-09-28,4.0,4.0,On Time,141.9,56.0,3205
SHP009235,ORD009235,WH10,USPS,2023-09-25,5.0,,On Time,151.0,157.86,3860
SHP009236,ORD009236,WH05,DHL,2024-08-18,5.0,2.0,Early,298.83,110.5,4355
SHP009237,ORD009237,WH10,DHL,2023-01-16,12.0,12.0,On Time,231.13,28.78,4373
SHP009238,ORD009238,WH04,FedEx,2023-11-30,8.0,8.0,On Time,257.12,198.83,672
SHP009239,ORD009239,WH05,UPS,2024-04-08,11.0,11.0,On Time,302.78,112.6,1011
SHP009240,ORD009240,WH10,UPS,2023-02-28,12.0,12.0,On Time,52.23,22.71,2955
SHP009241,ORD009241,WH03,XPO Freight,2023-06-26,3.0,3.0,On Time,199.44,62.23,3354
SHP009242,ORD009242,WH08,USPS,2023-03-04,8.0,15.0,Late,254.7,187.07,4914
SHP009243,ORD009243,WH06,XPO Freight,2024-07-14,11.0,11.0,On Time,191.99,80.02,4065
SHP009244,ORD009244,WH08,FedEx,2023-11-03,6.0,4.0,Early,215.2,82.73,4239
SHP009245,ORD009245,WH05,UPS,2023-09-03,12.0,12.0,On Time,320.53,141.68,1393
SHP009246,ORD009246,WH07,UPS,2023-10-16,5.0,11.0,Late,136.2,110.96,466
SHP009247,ORD009247,WH10,DHL,2023-11-28,8.0,8.0,On Time,131.73,55.86,2125
SHP009248,ORD009248,WH07,DHL,2024-06-10,8.0,8.0,On Time,69.58,117.12,828
SHP009249,ORD009249,WH06,UPS,2023-09-12,4.0,4.0,On Time,295.25,17.44,1501
SHP009250,ORD009250,WH10,Amazon Logistics,2024-08-26,7.0,4.0,Early,44.97,33.17,4164
SHP009251,ORD009251,WH04,DHL,2024-05-24,,7.0,On Time,203.93,175.03,4065
SHP009252,ORD009252,WH06,Amazon Logistics,2024-12-18,,7.0,On Time,210.05,30.78,2011
SHP009253,ORD009253,WH09,FedEx,2024-08-28,11.0,11.0,On Time,140.07,138.71,1717
SHP009254,ORD009254,WH04,DHL,2024-04-07,5.0,9.0,Late,179.71,69.56,858
SHP009255,ORD009255,WH06,DHL,2023-07-18,,7.0,On Time,123.12,139.1,1241
SHP009256,ORD009256,WH06,UPS,2023-09-28,5.0,5.0,On Time,264.15,89.78,752
SHP009257,ORD009257,WH03,XPO Freight,2024-07-11,9.0,,On Time,294.78,1.98,967
SHP009258,ORD009258,WH04,USPS,2023-03-05,3.0,2.0,Early,154.29,65.02,2173
SHP009259,ORD009259,WH03,XPO Freight,2023-08-18,7.0,7.0,On Time,188.8,138.58,1742
SHP009260,ORD009260,WH03,FedEx,2023-09-06,8.0,8.0,On Time,80.76,32.75,1876
SHP009261,ORD009261,WH10,UPS,2023-09-03,13.0,13.0,On Time,188.4,136.62,4058
SHP009262,ORD009262,WH04,USPS,2024-08-09,14.0,14.0,On Time,223.3,169.55,1996
SHP009263,ORD009263,WH04,USPS,2023-06-06,9.0,,Late,164.21,27.46,4911
SHP009264,ORD009264,WH06,DHL,2024-12-02,5.0,5.0,On Time,178.76,47.07,3165
SHP009265,ORD009265,WH04,UPS,2024-07-17,9.0,,On Time,86.29,100.55,4640
SHP009266,ORD009266,WH06,Amazon Logistics,2023-03-29,6.0,8.0,Late,80.76,22.18,4834
SHP009267,ORD009267,WH02,USPS,2023-11-09,12.0,12.0,On Time,165.65,186.72,1264
SHP009268,ORD009268,WH04,Amazon Logistics,2023-03-07,13.0,13.0,Cancelled,160.88,196.66,4180
SHP009269,ORD009269,WH02,XPO Freight,2024-10-23,8.0,8.0,On Time,102.95,113.95,4242
SHP009270,ORD009270,WH08,XPO Freight,2023-01-20,7.0,7.0,On Time,253.93,59.7,1645
SHP009271,ORD009271,WH09,FedEx,2023-02-02,6.0,,On Time,67.21,64.22,2406
SHP009272,ORD009272,WH07,USPS,2024-07-11,8.0,8.0,On Time,61.7,84.22,782
SHP009273,ORD009273,WH06,UPS,2023-03-14,14.0,14.0,On Time,267.55,172.19,1555
SHP009274,ORD009274,WH08,Amazon Logistics,2023-12-09,5.0,3.0,Early,47.65,162.23,2509
SHP009275,ORD009275,WH04,Amazon Logistics,2023-05-13,5.0,5.0,On Time,50.12,180.0,3231
SHP009276,ORD009276,WH10,Amazon Logistics,2023-02-24,7.0,7.0,On Time,76.09,185.14,1606
SHP009277,ORD009277,WH02,DHL,2023-03-02,13.0,13.0,On Time,334.04,66.45,4559
SHP009278,ORD009278,WH04,XPO Freight,2024-06-03,7.0,6.0,Early,62.72,143.17,4405
SHP009279,ORD009279,WH05,DHL,2023-09-29,11.0,11.0,On Time,304.48,41.78,4404
SHP009280,ORD009280,WH09,UPS,2023-09-03,6.0,5.0,Early,249.02,134.84,407
SHP009281,ORD009281,WH05,FedEx,2023-06-25,,7.0,On Time,293.12,112.2,734
SHP009282,ORD009282,WH09,USPS,2024-09-19,14.0,14.0,On Time,227.61,63.82,433
SHP009283,ORD009283,WH09,DHL,2023-11-13,11.0,11.0,On Time,129.31,16.6,3480
SHP009284,ORD009284,WH08,USPS,2024-12-05,,7.0,On Time,271.69,71.82,4371
SHP009285,ORD009285,WH05,XPO Freight,2024-10-23,,6.0,Early,190.99,79.82,2650
SHP009286,ORD009286,WH02,FedEx,2023-05-11,9.0,,On Time,200.33,175.06,3044
SHP009287,ORD009287,WH05,UPS,2023-04-12,9.0,9.0,On Time,229.68,183.98,2451
SHP009288,ORD009288,WH01,UPS,2023-11-06,10.0,11.0,Late,105.31,190.09,2661
SHP009289,ORD009289,WH08,XPO Freight,2023-10-19,6.0,11.0,Late,174.56,56.72,4566
SHP009290,ORD009290,WH02,FedEx,2024-12-22,6.0,6.0,On Time,332.75,173.17,3662
SHP009291,ORD009291,WH07,UPS,2024-05-09,11.0,11.0,On Time,344.47,157.11,4049
SHP009292,ORD009292,WH02,UPS,2023-12-27,12.0,,On Time,154.54,186.0,1051
SHP009293,ORD009293,WH05,USPS,2023-12-04,9.0,9.0,On Time,17200.63087630267,119.54,3839
SHP009294,ORD009294,WH10,DHL,2024-08-01,5.0,5.0,On Time,45.8,9.55,708
SHP009295,ORD009295,WH07,DHL,2023-01-10,11.0,11.0,On Time,150.36,126.47,3179
SHP009296,ORD009296,WH06,USPS,2023-02-18,7.0,7.0,On Time,198.04,135.19,1957
SHP009297,ORD009297,WH05,FedEx,2024-05-01,6.0,6.0,On Time,207.26,105.27,2001
SHP009298,ORD009298,WH06,USPS,2024-09-14,3.0,3.0,On Time,260.01,11.81,3253
SHP009299,ORD009299,WH02,XPO Freight,2023-11-17,11.0,11.0,On Time,289.05,187.91,1260
SHP009300,ORD009300,WH10,FedEx,2024-07-22,,7.0,On Time,227.21,20.67,1793
SHP009301,ORD009301,WH01,XPO Freight,2024-09-16,13.0,13.0,On Time,345.62,1.95,1417
SHP009302,ORD009302,WH01,DHL,2023-05-13,,7.0,On Time,200.69,85.8,3466
SHP009303,ORD009303,WH08,Amazon Logistics,2024-08-05,9.0,9.0,On Time,74.22,62.09,4894
SHP009304,ORD009304,WH03,USPS,2023-03-24,5.0,5.0,On Time,215.75,150.78,1898
SHP009305,ORD009305,WH03,USPS,2023-02-26,8.0,5.0,Early,262.06,64.14,1350
SHP009306,ORD009306,WH09,FedEx,2024-01-11,,15.0,Late,362.37,70.51,408
SHP009307,ORD009307,WH06,Amazon Logistics,2023-12-15,5.0,12.0,Late,212.32,191.9,2834
SHP009308,ORD009308,WH04,UPS,2023-09-28,14.0,14.0,On Time,131.45,42.48,1437
SHP009309,ORD009309,WH04,UPS,2024-04-27,14.0,19.0,Late,152.91,150.65,4046
SHP009310,ORD009310,WH07,UPS,2023-04-21,,7.0,On Time,307.17,37.33,4880
SHP009311,ORD009311,WH06,XPO Freight,2023-03-17,8.0,8.0,On Time,349.48,83.48,1103
SHP009312,ORD009312,WH02,DHL,2023-06-07,3.0,3.0,On Time,90.77,138.18,2864
SHP009313,ORD009313,WH09,XPO Freight,2024-06-15,12.0,12.0,On Time,277.58,143.7,2682
SHP009314,ORD009314,WH02,USPS,2024-10-04,9.0,9.0,On Time,201.38,157.97,841
SHP009315,ORD009315,WH08,UPS,2023-11-25,6.0,10.0,Late,264.66,23.4,61
SHP009316,ORD009316,WH04,USPS,2023-05-02,12.0,9.0,Early,52.44,64.3,382
SHP009317,ORD009317,WH10,UPS,2023-02-10,13.0,13.0,On Time,389.66,95.95,1231
SHP009318,ORD009318,WH01,XPO Freight,2023-06-16,9.0,9.0,On Time,208.67,42.08,3247
SHP009319,ORD009319,WH01,UPS,2024-10-03,9.0,9.0,On Time,260.17,146.01,4620
SHP009320,ORD009320,WH09,USPS,2023-01-23,13.0,13.0,Cancelled,203.45,183.99,4463
SHP009321,ORD009321,WH04,UPS,2023-10-06,7.0,7.0,On Time,284.75,143.95,640
SHP009322,ORD009322,WH01,FedEx,2024-04-13,10.0,10.0,On Time,255.99,82.83,931
SHP009323,ORD009323,WH03,FedEx,2024-02-04,10.0,14.0,Late,197.26,90.48,1861
SHP009324,ORD009324,WH03,USPS,2023-01-09,7.0,7.0,On Time,202.06,168.95,3590
SHP009325,ORD009325,WH07,FedEx,2023-01-13,7.0,,Late,281.72,82.71,1668
SHP009326,ORD009326,WH06,Amazon Logistics,2023-02-21,9.0,9.0,On Time,116.68,120.51,3294
SHP009327,ORD009327,WH08,USPS,2023-07-28,8.0,8.0,On Time,257.35,80.06,1314
SHP009328,ORD009328,WH07,DHL,2024-07-03,6.0,6.0,On Time,238.97,121.03,3268
SHP009329,ORD009329,WH01,UPS,2024-09-03,,7.0,On Time,56.59,162.44,4682
SHP009330,ORD009330,WH03,UPS,2024-12-05,10.0,10.0,On Time,303.21,187.55,2147
SHP009331,ORD009331,WH09,USPS,2024-02-06,5.0,7.0,Late,213.13,196.78,2767
SHP009332,ORD009332,WH04,XPO Freight,2023-07-10,4.0,4.0,On Time,307.05,14.58,890
SHP009333,ORD009333,WH03,UPS,2023-02-20,14.0,14.0,On Time,64.4,87.6,4544
SHP009334,ORD009334,WH05,USPS,2024-01-28,,7.0,On Time,302.29,80.75,2658
SHP009335,ORD009335,WH08,FedEx,2024-10-14,,7.0,On Time,283.36,186.47,4347
SHP009336,ORD009336,WH01,UPS,2024-11-10,12.0,12.0,On Time,292.21,8.76,4069
SHP009337,ORD009337,WH02,FedEx,2024-09-12,,12.0,Late,240.22,75.4,1873
SHP009338,ORD009338,WH07,UPS,2024-12-19,10.0,10.0,On Time,260.25,178.17,56
SHP009339,ORD009339,WH01,Amazon Logistics,2023-10-27,8.0,8.0,On Time,305.64,174.92,1390
SHP009340,ORD009340,WH05,DHL,2024-09-13,9.0,9.0,On Time,332.29,184.96,2706
SHP009341,ORD009341,WH10,XPO Freight,2023-07-15,4.0,9.0,Late,183.15,59.24,3394
SHP009342,ORD009342,WH08,USPS,2024-02-21,12.0,12.0,On Time,210.44,37.27,4857
SHP009343,ORD009343,WH06,USPS,2024-10-25,4.0,4.0,On Time,83.86,122.78,87
